"Data Source","World Development Indicators",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Italy","ITA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.54701233","7.71115828","7.83638906","7.80670929","8.13726902","8.30906773","8.39791012","8.10167217","8.50157547","8.91290951","8.87928963","8.728508","8.7983427","8.7897644","8.85913563","8.84596729","8.72043991","8.69060516","8.65467453","8.61536789","9.5643034","9.28164482","8.85022926","8.40559483","8.44437313",
"Jamaica","JAM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.97869205","5.15652943","5.57934141","4.99239254","5.83766747","5.82104874","5.51022339","6.19109583","6.65533972","6.37021589","6.44219255","6.5231781","6.18602896","6.28453302","6.28673887","6.61477137","6.5901823","6.98476934","6.83884478","6.96945572","7.47555304","8.00261688","8.65338707","7.60493946","",
"Jordan","JOR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.34367943","9.57236385","9.2786417","8.78901005","8.74670506","8.49441624","7.67925692","7.90982628","8.48880577","9.22396946","8.17025661","8.14807701","7.81799555","7.16592407","7.20892906","7.4609561","6.97644138","7.10953665","6.98295021","7.07244635","7.54554749","7.69733906","7.73623276","7.66000605","",
"Japan","JPN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.03456163","7.23947906","7.35235405","7.48654842","7.53518438","7.65818596","7.68688869","7.77935696","8.08909321","8.9587822","9.0630064","10.48780155","10.67169094","10.67438698","10.7290144","10.74969959","10.65891552","10.65627098","10.73988247","10.96998405","11.44974613","12.08108234","12.32275677","10.73979473","",
"Kazakhstan","KAZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.16032028","3.47098041","3.6148138","3.72335005","3.98307681","3.90172958","3.39824843","2.70314813","3.02569842","3.47355628","2.73641396","2.60236669","3.03725982","2.66286755","2.97468448","3.04051113","3.42235589","3.0524447","2.90062451","2.87143755","3.83133817","3.98701859","3.74577999","3.76701546","",
"Kenya","KEN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.62451434","3.74002314","3.82159472","4.03365707","4.21159506","4.2174139","5.0134387","5.12358475","5.19050598","5.29172945","5.38849831","5.20212841","5.0180583","4.93100405","4.91267347","4.76439571","4.75429106","3.98597503","4.09903383","4.36874676","4.49248886","4.56992722","4.32241869","4.35172892","",
"Kyrgyz Republic","KGZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.41414976","4.27703238","4.59219551","5.82382107","6.20281315","7.45010662","8.3118391","6.93210649","6.52511883","6.89873457","6.95027161","7.1072917","8.50966358","8.18745041","7.35766459","7.14930916","6.41248226","6.18586349","5.01030922","4.25461817","4.93558979","5.35275602","5.04874945","4.50344467","",
"Cambodia","KHM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.48126554","6.76028347","6.91952753","6.45762444","6.48521805","6.15001392","5.36440325","4.42702723","5.61296654","6.3089695","5.62713194","6.00443649","5.77632856","5.00863695","4.40784645","4.53898621","4.49053288","4.26933241","4.49707794","5.05801058","5.13031435","6.33888054","4.46856117","4.61706829","",
"Kiribati","KIR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.77379847","11.90547657","11.4402895","10.05060768","12.17176056","11.36301994","11.30852318","10.9454546","13.51428604","12.73888874","8.76666641","7.98947382","7.94999981","8.7081337","8.9549551","7.21568632","9.04265118","9.68424225","10.89694214","10.16600227","13.65645027","11.83228588","10.52553844","10.94525623","",
"St. Kitts and Nevis","KNA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.79933786","4.39693737","4.45210552","4.75159693","4.49067402","4.72803831","4.98203421","4.79733467","5.30566025","5.28673744","5.21727514","5.17247772","5.01866484","5.05167818","4.75296593","5.12752008","5.42923307","5.2735939","4.89670897","5.19201469","5.66130447","6.16912127","5.52634287","5.73595428","",
"Korea, Rep.","KOR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.71794796","4.16983986","3.90854764","4.46640348","4.43287992","4.65223551","4.95851803","4.95834208","5.24642324","5.68525076","5.79390717","5.90292883","5.9576025","6.06858635","6.24487352","6.46202612","6.6356945","6.79827499","7.14222002","7.69397116","8.02722836","8.34412766","8.8595314","8.5650692","8.67656994",
"Kuwait","KWT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.20362997","3.18719625","3.12441754","2.76042604","2.35702467","2.013309","1.8213098","1.92673647","1.92400301","2.70638776","2.67879915","2.33303547","2.33311439","2.48789287","2.9159987","4.21497965","4.73096323","4.65326786","5.17201853","5.18200397","6.11295223","5.37273169","4.20024538","4.96311998","",
"Latin America & Caribbean (excluding high income)","LAC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.33368299510563","6.39958100682583","6.24807939294174","6.49116500877034","6.5935887204588","6.71508577295827","6.78505234437588","6.94538465402225","6.98121498901221","7.54495257629744","7.24673473652018","7.16238510991073","7.15654466515785","7.30723660927088","7.44882902843866","7.80761049976575","7.8638934350985","8.02926206464287","7.860488917097","7.87393671222829","8.31105764066863","8.26241474624555","7.90475075385259","7.90987626464166","",
"Lao PDR","LAO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.27513599","4.29031658","3.69751263","4.47920704","3.5405724","3.33673191","2.93200922","3.12986231","2.76727295","3.46300411","2.91154933","1.94457507","2.07637572","2.39984965","2.29845548","2.45366454","2.36087489","2.52606821","2.24630046","2.60312223","2.05965185","2.74392009","2.01825476","1.32651615","",
"Lebanon","LBN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.82951355","10.56254768","9.28233719","8.67109871","7.99923086","7.54867649","8.66057873","8.55984211","7.81751728","7.0073576","7.43864489","8.17744446","7.00420094","7.06742191","7.52191401","7.41596651","7.92344952","7.80357552","8.07031727","8.68533897","7.48221779","4.40006208","4.91255951","5.57497263","",
"Liberia","LBR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.69215393","2.15581036","2.16462922","2.51847482","5.90509653","6.69497347","5.77426577","4.32884932","5.99615717","8.98514843","8.43860245","8.58399582","7.62987185","7.15610409","8.09817886","10.38244438","9.88514519","9.91087437","10.43527889","8.38325977","12.90504265","13.27175999","13.58819675","13.00574875","",
"Libya","LBY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.31908512","3.92571616","4.73818302","3.97301245","3.38328195","2.51707149","2.29996443","2.41929626","2.24441886","3.5828805","3.28064442","4.01902008","3.95612097","4.97548628","5.17777824","5.80638647","6.17178679","4.67685318","4.86648417","5.54773426","7.10674047","6.05457449","4.74433613","7.80515862","",
"St. Lucia","LCA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.86549902","5.12139463","5.38887024","5.24069643","4.76760817","4.86039829","5.1270175","5.54166603","5.09061956","5.24410772","5.05056047","5.06134319","4.92510271","5.07107592","4.6836338","4.57866001","4.51095486","4.45561934","4.27262402","4.290905","7.01033401","6.26193285","4.74750614","4.7298274","",
"Latin America & Caribbean","LCN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.37193836549219","6.4369532565009","6.29705464180619","6.5187122945686","6.59526750148887","6.68717067859927","6.72683675072209","6.88777000809114","6.94938940567473","7.51163032743394","7.22054767612355","7.14018521357703","7.13982803813923","7.30104388458959","7.44855296174484","7.8028797780802","7.87340946386778","8.05351034098995","7.81493688121767","7.8656829114729","8.36319772314701","8.30086541481328","7.95442538225403","7.94219123716982","",
"Least developed countries: UN classification","LDC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.05366628406812","3.43570235823376","3.62922227069696","3.8355242395105","4.01813866656054","3.96162746579203","4.103316055047","4.15668492582653","4.03735009279716","4.30949632873749","3.9954856734643","3.88840635192952","3.80374235500118","3.97116353557886","3.9948363701912","4.17498685029764","4.13599579520282","3.97551026692723","3.82023182338908","3.64897753566729","3.80641352643676","3.91714309031019","3.66633157726896","3.60542517790876","",
"Low income","LIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6670068454331","4.0681317024001","4.3348410171337","4.7003455014118","4.84071897638501","4.80333094687825","5.02750279694235","5.16574506329927","4.96380799356405","5.38469625071946","4.96208412120461","4.75336465974278","4.86697630308422","5.38222945659011","5.5687687376098","5.67181541495217","5.91637020393632","5.79061253561363","5.43174188606476","5.17144309388878","5.72167000602149","5.67795255280455","5.44709384126617","5.27632413209386","",
"Liechtenstein","LIE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7494297","5.63615656","5.75139189","5.85200214","5.67968512","5.54688025","5.78483772","6.05532694","5.38460207","5.64409113","5.71460724","",
"Sri Lanka","LKA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.10818672","4.05662823","4.03715754","3.64646697","4.03912592","3.87908745","3.85019565","3.82258177","3.85482955","4.05676842","3.7414515","3.5819521","3.30659294","3.69365358","3.46786141","3.6826396","3.61788416","3.33093429","3.6418879","3.70119572","4.27431631","5.19427729","3.98300457","3.68313766","",
"Lower middle income","LMC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.93667968079539","4.11980805930408","4.00764646305774","4.08231586692847","4.02144898138217","3.99650723735157","3.94957804758689","3.83803455026692","3.83691542921199","3.88785129780116","3.75539667900371","3.71113461577792","3.7567048380464","3.95835424252941","3.85532352323735","3.92633371026158","3.89022093256574","3.58477536232222","3.47152735706215","3.51144228209501","3.80980490819782","3.97119279762659","3.89345775852438","3.84847192312848","",
"Low & middle income","LMY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.94043822861145","4.95667787085931","4.81771493656535","4.90778298245097","4.88468859833896","4.90282514843614","4.84103004159867","4.76250703762467","4.78873444056971","5.10535521150195","4.94241140743301","4.93181876711441","4.97401440025015","5.06513253945251","5.09959389804015","5.20147682703175","5.20357233819213","5.20208329970141","5.12809632415452","5.18718393271332","5.44501109526693","5.36581576426284","5.54463683640816","5.61714493004159","",
"Lesotho","LSO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.15633392","6.59075689","5.8607502","5.33754826","5.24658537","4.67452669","5.40532398","7.22251844","7.66648197","8.9529829","7.4048481","8.99487114","9.98601341","10.97986031","9.98823929","9.25280476","9.19744301","10.52956581","11.12637329","21.92373085","10.40836906","10.66165733","12.89569187","12.61182117","",
"Late-demographic dividend","LTE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.30742260601816","5.21288367634378","5.25902554562339","5.1711620865534","5.07124294451199","5.05095329733958","4.9720023877044","4.88036789811714","4.98618856269131","5.41990820819664","5.19255897807302","5.11330793576549","5.14649122197209","5.25533079112696","5.34475369802927","5.39796336910839","5.47638513916175","5.57494835034526","5.56036280341605","5.71657356222011","6.06181200916494","5.82764876402411","6.16543057047232","6.31151586129759","",
"Lithuania","LTU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.18559313","6.00193262","6.13477659","6.17724085","5.48347187","5.64637566","5.85725737","5.75978613","6.29010201","7.34499836","6.9058671","6.54017687","6.30798101","6.15501022","6.22244453","6.47396851","6.64928818","6.44472837","6.46896172","6.94472647","7.41619062","7.73210812","7.24367952","7.31801939","7.59519005",
"Luxembourg","LUX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.92533875","6.38193941","6.76099968","6.96221447","7.2793355","7.12328196","6.6364212","6.15803099","6.23101091","6.94993162","6.66263008","5.95225334","5.29404306","5.23557377","5.23040915","5.08113575","5.07103872","5.13535357","5.27355194","5.46640301","5.7671175","5.60806084","5.60926914","5.78777981","5.89136267",
"Latvia","LVA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.57169294","5.89092207","5.95477772","5.73644829","6.47518539","6.08161736","6.02127075","5.81969213","5.86603212","6.2683239","6.22420359","5.91758251","5.62075043","5.60404825","5.66363621","5.84916782","6.35184479","6.18721867","6.40854263","6.86276913","7.50587368","9.4105072","8.1044302","7.27783823","",
"Macao SAR, China","MAC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.69304585","3.81601191","4.06117535","4.08037519","4.23211098","4.37350655","4.56586647","4.80759001","4.83789158","5.27312183","5.41861057","5.37019396","5.39619017","5.25540543","5.41626596","5.10435581","5.09203386","4.98920393","4.94516659","5.020401","5.78939486","5.45314503","5.75281","6.06396198","",
"Monaco","MCO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.69517851","3.75409245","3.80900764","4.43228912","4.52476597","4.5028882","4.29611254","3.81232905","4.08434391","4.84222221","4.9583292","4.63545036","4.75676775","4.57396126","4.4414835","4.31486797","4.1231184","4.16119528","4.04786777","3.87993813","4.28652716","3.67494631","3.39488029","3.11959291","",
"Moldova","MDA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.92687273","6.23449755","7.40437651","7.02227592","8.97114944","9.55814838","10.54445267","11.02066803","10.94920063","13.6766243","10.13112831","9.09670353","9.13962078","8.68300343","8.73206043","8.50013351","7.62106228","7.1278038","6.70760345","6.49662447","7.00484037","7.7490406","6.96505404","6.7359705","",
"Madagascar","MDG","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.99177623","4.11513853","4.92866945","5.00276566","5.25090027","5.21557808","5.07203865","4.60865784","4.08111811","4.38469839","4.69762659","4.521595","3.91105914","3.75156307","4.46240282","5.0062542","5.33248854","4.80225945","4.22160387","3.10129309","3.72316122","3.55335546","3.14948058","3.42822957","",
"Maldives","MDV","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.73655844","8.21364975","8.78440189","6.77857542","7.48356962","8.82753372","8.04819012","8.30568123","11.47104168","10.0928812","8.48758984","7.92251587","8.67304802","8.15509319","7.91345072","8.68310642","10.23337078","9.14948273","7.2940383","7.50238085","11.43943214","8.85169506","7.4997015","9.24973583","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.24456047146119","4.54183339968857","4.46176057932213","4.28733838336909","4.09052714880816","3.9281536578726","3.87607219711791","3.90646370322391","3.80357682209916","4.66575478489027","4.43138635302358","4.32994126239413","4.37692378023704","4.46788263789452","4.86235924525324","5.39013592525597","5.5924050426126","5.53060666956273","5.15426881264019","5.18839795113514","5.76786093502018","5.43185095763575","4.9539019088825","5.3363635026536","",
"Mexico","MEX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.24436522","4.58201361","4.83042812","5.53978777","5.6835022","5.58110142","5.40647888","5.50668049","5.44587374","5.84786463","5.4897337","5.30093002","5.42140484","5.5773263","5.35336781","5.52738619","5.38499022","5.3117938","5.23821402","5.3013463","6.05248594","5.87678003","5.70919704","5.50398684","",
"Marshall Islands","MHL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.52467632","11.18965435","12.06634617","13.3324337","14.15128136","18.45293236","22.29854774","16.82522392","18.97963715","18.7292881","17.73354912","11.35905361","11.66154385","12.13685322","12.04489326","14.78209972","14.62816238","12.02498436","14.46723938","14.98994541","12.12413406","12.49257088","13.60796833","13.40528965","",
"Middle income","MIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.96330385424055","4.97186349849865","4.82701501563056","4.9117376762042","4.88551970225915","4.90475228311811","4.83746457155956","4.75488894489608","4.78540349216901","5.10013724280376","4.9420713917718","4.93465797992865","4.97546252082929","5.06102511916873","5.09336352050303","5.19532358029949","5.19528369298374","5.19564167413207","5.12482458096504","5.18734145793423","5.44225030325384","5.36285367228054","5.54566170957891","5.62045491619397","",
"North Macedonia","MKD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.86991501","8.3815918","8.97826958","9.00857735","8.46505451","7.67907524","7.38314581","6.57065344","6.55317593","6.52846384","6.71369696","6.51887369","6.61468363","6.71928358","6.28993368","6.34227896","6.37943363","6.43909454","6.45699358","7.06654119","7.73212385","8.41851234","7.42164755","7.42730284","",
"Mali","MLI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4663372","4.51952076","4.99775982","5.05061436","5.21768713","5.19517279","5.4559021","5.2530427","5.02688074","5.21225691","4.67867136","4.01485014","3.7521801","3.96408582","4.48158312","4.11143351","3.77377558","3.67425752","3.73251104","3.82943797","3.50623369","3.54318666","3.72170115","3.81316996","",
"Malta","MLT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.62621355","7.0297122","7.73333311","7.93917513","8.03966808","8.69497585","8.84659672","8.18593979","7.82490158","7.88854265","7.89857197","8.31816673","8.24921417","8.30319595","8.88463974","8.70199776","8.69928074","8.31366253","8.11269569","8.89282227","9.85403538","9.52782059","9.09105396","8.84301376","",
"Myanmar","MMR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.00781965","2.16208982","2.59446764","2.3959713","2.33253765","2.3447094","2.26559186","2.03606868","2.12175322","2.17283702","1.96793783","1.95077813","2.43605232","3.11112022","4.14940882","5.19711542","4.76220942","4.6921258","4.53514671","3.814466","4.27808714","5.53530645","4.49158478","4.45748425","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.30232349050266","4.58489552076682","4.55240402644158","4.36612976351042","4.29670686417336","4.25342016202775","4.2372539201689","4.25383280659845","4.27834831460088","4.93578661424385","4.84564999564299","4.83664555127261","4.87972748962675","4.80885782309712","5.17613810396147","5.62471638952105","5.71205575912562","5.67308036429661","5.20423747246253","5.05395226217455","5.01558918301944","4.8635178491356","4.75927075587989","5.19653878243504","",
"Montenegro","MNE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.96692181","8.29550457","8.47144604","8.00086784","9.02188778","8.63302994","7.98255396","8.34355545","8.32983208","11.42177582","10.55253506","10.19081783","9.6549921","",
"Mongolia","MNG","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.07605076","5.4423995","5.49190998","4.29768944","4.30204487","3.86456275","3.74971509","4.07522774","4.55693007","4.45980072","3.73945642","3.58612084","3.85800076","4.08932018","4.20989752","4.23154545","4.58008575","4.33954191","4.53449297","4.49497986","4.6662488","7.21042728","8.85170174","6.07207489","",
"Northern Mariana Islands","MNP","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.14253044","2.80098224","3.18652654","3.25095367","3.53062654","4.21435642","3.94559026","3.79955554","4.13496828","5.05562353","5.29249668","4.9217639","5.14035702","6.04556036","6.24013042","6.60972881","7.21501875","7.80532169","7.97903347","7.90207434","7.55190039","8.64841366","8.24868107","8.50126553","",
"Mauritania","MRT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.37824655","3.5718379","4.00224972","4.03254652","3.70429492","3.40312648","2.70252752","2.87644005","3.01338983","3.11034036","2.63618922","2.47383666","2.64919329","2.86799884","3.46724391","3.67363763","3.18699503","3.41947556","2.88362551","3.09176588","3.00147843","3.78022528","4.66962671","4.34333467","",
"Mauritius","MUS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.85734653","2.92151856","3.18897271","3.18201613","3.31652546","3.51794028","3.60573649","3.52321672","3.93896508","4.17035627","4.51898289","4.25059652","4.21993399","4.620821","5.38024664","5.55042362","5.54289532","5.59857273","5.60310221","5.69508171","6.09606028","6.6160841","5.84209728","5.56544495","",
"Malawi","MWI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.35247517","2.06040049","2.69725966","3.32019806","4.07199907","4.30046511","4.91223288","5.44258356","6.10668802","5.87333822","5.14304781","5.32226658","6.02199793","8.22379494","6.89776182","6.62879086","7.72703791","7.58438921","6.88249922","6.37021732","7.03859568","7.5164628","6.62527609","6.53459597","",
"Malaysia","MYS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.51463366","2.6753974","2.66876554","2.92417073","2.86016941","2.78692698","3.10897732","3.07041144","3.00692558","3.2610569","3.16474271","3.31451917","3.45786357","3.51276922","3.71036959","3.82201481","3.70085335","3.71472311","3.75944281","3.83991051","4.08254337","4.37438345","3.90037823","3.95760036","",
"North America","NAC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2027016333044","12.8715962810654","13.6609790468244","14.1071989642909","14.1260242514415","14.1218371375091","14.2400977767325","14.4131229735019","14.6732078797522","15.7240480690975","15.6638228592256","15.5487114695509","15.5556388260218","15.4072090632217","15.5948685610188","15.9575352713358","16.2662183100437","16.1922020531164","16.0797857721977","16.1303860806677","18.1152010692052","16.955302601912","16.0994557297062","16.2879432527695","",
"Namibia","NAM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.04545307","10.46567631","10.47871208","10.74474621","10.88543797","10.82506466","11.30290031","11.41372871","10.67726994","9.90435314","10.62278938","10.86068344","10.20360184","10.08887577","8.4089098","9.98106289","9.32231045","8.71348476","8.62148285","8.85805798","9.56060219","10.19644737","9.6219883","9.48251629","",
"New Caledonia","NCL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.65891504","4.72659349","4.82717037","4.74740648","4.97818327","5.87749624","5.99335575","5.43105888","5.24640608","5.33850145","4.96100473","4.87323856","4.30732679","4.46636009","4.45377159","5.34745932","4.53239059","5.57609606","5.30310822","5.66642094","6.17012262","5.81452751","4.34980488","4.04895782","",
"Nigeria","NGA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1973834","3.18946862","2.49063969","5.05360985","4.63368416","4.46591949","4.25775146","3.90997243","3.69581532","3.5801971","3.29653287","3.32077932","3.35984254","3.4206934","3.34840417","3.58194995","3.64773679","3.74762511","3.09069347","2.98547053","3.38063431","4.07625723","4.21020174","4.19086456","",
